Question,Tag
Opening MVC2 Projects just makes project not supported error on visual studio and i can t find the template for creating new projects for mvc2 I undertand that the mvc2 new project template could be not desired after installing mvc3 but the support for editing and maitaining mvc2 projects should still be there in the release notes it states ASP NET MVC 3 can be installed side by side with ASP NET MVC 2 on the same computer which gives you flexibility in choosing when to upgrade an ASP NET MVC 2 application to ASP NET MVC 3I know I have mvc1 mvc2 and mvc3 dlls side by side on my GAC but i m still hoping this visual studio error is a error in my setup If not Â Is possible to upgrade the project file and keep all contents the same pointing to the mvc2 dll,mvc
I m starting to develop an MVC application that will use the ASP NET authentication tables aspnet_Users aspnet_Roles etc I m going to install them on the same database as the rest of my application to allow the use of foreign keys I would like however for better separation to install them on a different schema and not the default Is that possible,server
While porting a desktop application to windows mobile I ve reached the following error Error LNK2019 unresolved external symbol CompleteAuthToken referenced in functionReading MSDN it tell me that CompleteAuthToken is supported on Windows CE 2 10 and later and I should link against Secur32 lib but adding that library didn t fix the unresolved symbol error Any ideas Note I m using Visual Studio 2008 Windows Mobile 6 0 SDK,sspi
I have to pass user s credit card number its expiry date and its secret number in stripe api Have any one has demo of stripe api for iOS,strip
I would like to bench my software on multiple graphics cards without buying any existing ones Do you know any service providers for that I wonder if there is something like http www keynotedeviceanywhere com for desktops I guess the game industry might use this kind of service to test their graphics engine Thanks,desktop
I am making a timer app and needed to display hour min and seconds to the user I tried using UIDatePicker but it shows only hours and mins as selections Not seconds After doing a bit of research online I found that there is no way to get seconds in UIDatePicker and I had to write my own UIPickerView from scratch So my question is is there sample code for such i e someone wrote a CustomUIPickerView for hours min and secs that I can incorporate in my project UIDatePicker has a nice overlay of Hours amp Mins text that stays put while the user rotate the dials It would be nice if someone added that in their custom picker too I prefer not to write a custom UIPickerView from scratch if I don t have to Thank you,ios5
I m trying to make a layered wordpress menu out of categories Here s how it s going to look I have no clue how to develop this can t do it with get_posts not sortable by parent children or wp_list_categories can t pull thumbnails Also I have to assign thumbnails to categories somehow Is there an easy way to implement something like this with wordpress,thumbnails
I need an explanation of the difference between parameter and variable in the following example In extremal geometric problems when we want to find the object having some extremal property say maximal area we choose an angle or side and express the area in terms of it Is the angle or the side parameter or variable,terminology
I am using VSTS 2010 C Net 4 0 IIS 7 5 Windows 7 When I open a WCF svc file in IIS 7 0 there is some error like this any ideas what is wrong System BadImageFormatException Could not load file or assembly foo test or one of its dependencies thanks in advance George,iis
I have an application in android which is it will take database on website I already created HttpGet HttpURLConnection and HttpClient in my coding is that enough and how to start select data on my website database,json
For some reason I can t get the validator to raise a flag when I do things wrong lt asp DropDownList ID ddlTypeList runat server DataSourceID ods_TypeOptions DataTextField name DataValueField id SelectedValue lt Bind Type gt AppendDataBoundItems true gt lt asp ListItem Text Value 1 Selected True gt lt asp ListItem gt lt asp DropDownList gt The drop down list has nice values incl the initial dummy Neither lt asp RequiredFieldValidator ID rfw runat server ControlToValidate ddlTypeList InitialValue 1 ToolTip Required gt lt asp RequiredFieldValidator gt Nor lt asp CompareValidator ID cv runat server ControlToValidate ddlTypeList ValueToCompare 1 Operator NotEqual ToolTip Required gt lt asp CompareValidator gt Raises any flags to say hey u messed up go fix it For all the google searching reviews swinging big hammers I have yet to spot what I am doing wrong I just want one solution to fix them all Oh yes I also had a ValidationGroup myGroup between the DDL RFV CV and the button No luck,studio
What I want to do is prevent the click on the div if a users clicks a link inside that div but without using the click function on the link Here s the code div feature click function window location this attr rel here s an example content of the div lt div id feature rel urlnumberone gt some text lt a href javascript topicchange this class insideLink gt Link lt a gt lt div gt And for some specific reason I can t use something like this insideLink click function event event stopImmediatePropagation I have to use this topicchange function is there any way to prevent the event propagation Thanks,clickable
I have a WebBrowser control with a transparent panel over the top of it what I am trying to do is draw a rectangle on the transparent panel around the element in the page that the mouse is hovering over So far I have everything working except the panel is not being cleared before drawing the next rectangle so I end up with rectangles everywhere heres the code Im using paneGraphics drawingPane CreateGraphics Rectangle inspectorRectangle inspectorRectangle controller inspectElement paneGraphics DrawRectangle new Pen Color Blue 1 inspectorRectangle drawingPane Invalidate I ve tried using drawingPane clear but that just turns the screen white,transparent
I have Eclipse Helios 3 6 I found one Scala plugin on Eclipse marketplace but there was no Install button and description said there is no version of this plugin for Eclipse Helios Is it possible to develop Scala on Eclipse Helios How,plugin
I m developing some PyS60 applications and today I ve seen that it s possible to deploy them to the Ovi Store according to the Release Notes Discussion Thread too All the Pyds that have zero UID will be assigned with the applications UID at the time of packaging As a result Python applications can now be symbian signed This opens the door for submitting Python applications to OVI Store But where I can get a tutorial or some help about how to do this,pys60
I ve been doing some reading on garbage collection in NET and I was hoping for some clarification So as I understand it if I declare a public shared class variable the GC will never get rid of it Is this correct Also what then of private variables Take the following example public class myClass private shared myString As String public sub ChangeString newString As String myString newString end subend classWould the shared variable now get GCed if there were no instances of the class And what if I alter ChangeString to be a shared sub,garbage
Lets say you have a List lt string gt los new List lt string gt In this crazy functional world we live in these days which one of these would be best for creating one string by concatenating these String Join String Empty los ToArray StringBuilder builder new StringBuilder los ForEach s gt builder Append s string disp los Aggregate lt string gt a b gt a b or Plain old StringBuilder foreachOR is there a better way,functional
I m building a site with a lot of similar css between pages I ve decided that a good approach would be to have the css generated as strings by php functions with parameters and outputed as an internal stylesheet in every page that i serve The benefits this way if i make a change it will reflect throughout the entire site without having to maintain duplicatesi can send only the necessary css for a certain pageit s better than having small css files and sending a lot of css headers at inclusionthe possibility that the content might be displayed before the stylesheet is loaded is gonei can calculate dimensions by using parametersi can create a layer that will minify the result received from these functions or serve cached minified cssI haven t seen this done anywhere else unfortunately so i m thinking that this might be because of SEO The generated internal stylesheet will be at around 15kb max before minifying the stylesheet I need your opinion on this approach and your thoughts about the impact a long internal stylesheet will have on SEO Many thanks,internal
In org mode when I am using tables I need either to set up somehow or change algorithm of alignment in columns By default there is text aligned to right with one whitespace character prepended If you insert more characters then these are removed I need to keep all characters in table as they are without any unwanted modification There are some means of modification in table header by using or but that is not enough So i need either to find some hidden settings or to modify a function that makes this alignment magic How can I do that,mode
I am running PHP with CodeIgniter My application needs to output formatted addresses throughout the site pulled from MySQL In some cases address_1 may be blank or may be filled in other cases postcode may or may not be there etc I have written a helper function that formats these addresses neatly when passed a MySQL result set The issue is that due to the size and complexity of the site in some places I need to use this function with multiple addresses in the same result set and in other places I may pass the results as query gt row address_1 or as row gt address_1 I have written my function out like this Get every element from the MySQL Resultset if method_exists address row a abode address gt row prefix abode address gt row prefix abode a building_no address gt row prefix building_no address gt row prefix building_no a building_name address gt row prefix building_name address gt row prefix building_name a office_number address gt row prefix office_number address gt row prefix office_number a address_1 address gt row prefix address_1 address gt row prefix address_1 a address_2 address gt row prefix address_2 address gt row prefix address_2 a town address gt row prefix town address gt row prefix town a county address gt row prefix county address gt row prefix county a postcode address gt row prefix postcode address gt row prefix postcode a country address gt row prefix country address gt row prefix country else PHP Variable Variables a abode isset address gt prefix abode address gt prefix abode a building_no isset address gt prefix building_no address gt prefix building_no a building_name isset address gt prefix building_name address gt prefix building_name a office_number isset address gt prefix office_number address gt prefix office_number a address_1 isset address gt prefix address_1 address gt prefix address_1 a address_2 isset address gt prefix address_2 address gt prefix address_2 a town isset address gt prefix town address gt prefix town a county isset address gt prefix county address gt prefix county a postcode isset address gt prefix postcode address gt prefix postcode a country isset address gt prefix country address gt prefix country As you can see I was experimenting a little on a address_1 of the else statement trying to find a combination that worked I am trying to get the else statement case to work but PHP throws no errors or anything except for the a address_1 line in which it says Message Undefined variable app_address_1 Filename helpers address_helper php My prefix variable is set to app_ but this isn t working Why,variables
The setting Multiple development teams lots of dependencies and constraints If one team is blocked on developing some code getting service calls or moving to a QA environment what are ways for teams to creatively look for work arounds to their issues,quality
I have a link on my page which looks like lt a href www wherever com class tour register id tour button gt lt a gt and my css reads id tour button display inline block position relative z index 10 a tour register background transparent url img register png no repeat width 133px height 23px This works perfectly in firefox but in IE the link disappears and inspection using IETester has shown that the element isn t using the second line for its styling at all What s wrong with what I ve done,class
I m having trouble trying to create a screen where I have two bitmaps one on top of the other so it s totally obscuring the lower one and rub out the top one so it reveals the bottom one under the path of the finger I realise I may need 3 separate layers bottom image top image and then a custom view that handles the finger tracking but I can t find a method of manipulating the middle layer from the custom view Can anyone offer some advice on how I might do this,bitmap
I have a website where I want users to be able to leave reviews and rate products I want some sort of SSO based system where they can use existing facebook twitter accounts to sign in It is essential that I am able to uniquely identify them once they have so that they cannot rate products more than once etc What is the best system to use The requirements are Easy to implementLightweightFacebook Twitter integrationAbility to uniquely identify usersonce they are signed on and possibly retrieve basic information such as First name and initial etc,sso
Let me state the problem again Suppose PSPACE ne EXP Is there a language in EXP PSPACE that is not PSPACE hard ContextI have a problem that s in EXP Currently I don t think it s in PSPACE Besides proving it s EXP complete what else can I do Since it seem not to be in PSPACE I start to think it s PSPACE hard But is this necessary That s why I asked this question Actually I have a related question that is given PSPACE ne EXP whether there is a language in EXP PSPACE that is not EXP hard A yes answer to the main question will imply a yes answer to this question I think answering this question will also help me somehow,complexity
How can I backup all settings of free VMWare ESXi 4 I configured the host VMs Storage Networking Resource Allocation and all other settings available in vSphere Client It consumed quite a lot of time but works pretty well Now I want to backup all the settings just in case to easily reinstall ESXi 4 if something goes really wrong I don t ask how to backup VMs so please don t point me to Ghetto VCB script I need to backup and restore just ESXi4 host s settings,settings
Is there a Oracle local database product which I can run on my laptop like MS Access which is free for developers and in which I can Create tables Load data from file Run SQL oracle s syntax using Toad Basically a local sandbox for me to try out stuff without worrying about network or admin Thanks Kiran,sql
I am trying to play 6 seperate mp3 sound files using instances of AVAudioPlayer The sounds are playing at the same time but they seem to be playing out of sync or at slightly different speeds Does anyone know why this may be Here is how I initialize a sound NSURL musicurl NSURL alloc initFileURLWithPath NSBundle mainBundle pathForResource SoundLoop ofType mp3 music AVAudioPlayer alloc initWithContentsOfURL musicurl error nil musicurl release music numberOfLoops 1 Loop indefinatelymusic currentTime 0 start at beginningmusic volume 1 0 music meteringEnabled YES and here is my AudioSession code AVAudioSession audioSession AVAudioSession sharedInstance audioSession delegate self AVAudioSession sharedInstance setCategory AVAudioSessionCategoryPlayback error nil AVAudioSession sharedInstance setPreferredHardwareSampleRate 44100 error nil AVAudioSession sharedInstance setPreferredIOBufferDuration 30 error nil UInt32 sessionCategory kAudioSessionCategory_MediaPlayback Float32 hardvol 1 0 AudioSessionSetProperty kAudioSessionProperty_AudioCategory sizeof sessionCategory amp sessionCategory AudioSessionSetProperty kAudioSessionProperty_CurrentHardwareOutputVolume sizeof hardvol amp hardvol UInt32 doSetProperty 1 AudioSessionSetProperty kAudioSessionProperty_OverrideCategoryMixWithOthers sizeof doSetProperty amp doSetProperty AVAudioSession sharedInstance setActive YES error nil Could it possibly have anything to do with the bit rates of the sounds or that I am using mp3 Thanks,mixing
IS NETLINK Socket be used to enter the kernel mode from the user mode How can we implement the system call functionality using the NETLINK Socket as both jumps from the user mode to kernel mode IMHO if at all it is possible RGds Softy,linux
After truncating table and inserting new values in table auto increment values are not set to started value 1 When inserting new values it s remember last index ed value of autoincrement Colum in table named IDIndex PRIMARY Initial Value 1Cache size 1Increment 1 checked on IBM DB2 Control Center This query TRUNCATE TABLE this gt _schema table DROP STORAGE IGNORE DELETE TRIGGERS IMMEDIATEtable is EMPTY After INSERT NEW VALUES example INSERT INTO DB2INST1 db val VALUES abc it s INSERT with LASTID val55 abcBut it SHOULD BE ID val1 abc,reindex
Please help I ve spent 4 hours deleting and re creating keys and provisioning profiles trying to get my iOS 5 app to build in xcode for deployment to ipads I m using in house distribution A few months ago I went through all the same hell but finally got it working Trying everything I tried before it just doesn t work now I m getting this error in xcode Code Sign error The identity iPhone Developer xxx zzz doesn t match any valid certificate private key pair in the default keychain Everything appears correct in Keychain Access and Xcode In Xcode it shows my Provisioning Profile as Valid I have gone through all the steps multiple times here iPhone app signing A valid signing identity matching this profile could not be found in your keychainI have deleted all keys and profiles created all new created new App IDs I have a ton of these now that I can t delete I ve been through numerous online articles and they all say to try the same thing delete re create and reinstall keys and profiles That s just not working for me Please help I m at wits end,ios
I m getting the following error ERROR mysql error Unknown column thread threadid in on clause I hear it has something to do with the MySQL version what changes do I need to make to my PHP code to get passed this error I read that This error arises because the comma operator was used in the SELECT query This query was not designed to work under the new MySQL 5 strict query parser which treats commas as lower precedence than joins Database error in vBulletin 3 0 7 Invalid SQL SELECT thread threadid thread forumid FROM thread AS thread subscribethread AS subscribethread LEFT JOIN deletionlog AS deletionlog ON deletionlog primaryid thread threadid AND type thread WHERE subscribethread threadid thread threadid AND subscribethread userid 1 AND thread visible 1 AND lastpost gt 1277054898 AND deletionlog primaryid IS NULLmysql error Unknown column thread threadid in on clause mysql error number 1054Can I simply take out the comma in the SELECT thread threadid thread forumid Please explain,error
I have worked for single upload it is working fine I need an output to upload multiple files as it is in gmail with check box and one browser button lt file_field upload attachfile onchange gt addRemoveFile gt lt div id moreUploadsLink gt lt link_to Attach another File javascript addElement gt lt div gt lt hidden_field_tag theValue 0 gt lt div id myDiv gt lt div gt function addElement var ni document getElementById myDiv var numi document getElementById theValue var num document getElementById theValue value 1 2 numi value num var newdiv document createElement div var divIdName my num Div newdiv setAttribute id divIdName newdiv innerHTML lt input type file name upload id attachfile gt lt a href onclick removeElement divIdName gt Remove lt a gt ni appendChild newdiv var fileInput document getElementById attachfile var files fileInput files var file for var i 0 i lt files length i file files item i or file files i document getElementById attachfile value file,rails
jQuery code ajaxSetup cache false stid_status_msg hide SpeedTestId blur function e e preventDefault var stid SpeedTestId val var postString stid stid ajax cache false url inc check_stid inc php type POST data postString success function msg stid_status_msg html msg stid_status_msg show error function error stid_status_msg html lt font color red gt Error submitting results error lt font gt stid_status_msg show get inc check_stid inc php stid stid function msg stid_status_msg html msg stid_status_msg show The commented out ajax method is what I was trying originally but quickly discovered get was a better method for what I was trying to do But regardless of which method I use the code works fine in desktop browsers FF IE Chrome but does not complete successfully in the Android browser When I use ajax and I test in the Android browser it first hangs for several seconds and then the error callback fires and I get Error submitting results object object I should also note that when I enable the java console in the Android browser it does not indicate any errors with the JS So it occurs to me that the script is not able to find load inc check_stid inc php for some reason But why only in the Android browser Obviously I m a jQuery newbie and I appreciate any insight you folks can provide EditI installed FF on my android and the code works fine there as well Whatever I am encountering is specific to the android browser Very strange,mobile
I m getting this error message in a Shopify App I ve been developing Response code 401 Response message Unauthorized The app has been working fine for months and then suddenly I get this error when I try to run the app locally or on Heroku It seems this error happens wherever I reference the ShopifyAPI in the app I m stuck and not sure where to go next Has anyone else had this problem,ruby
What would be the best approach to migrate a NET Windows Service to Linux using mono I ve been trying to avoid executing the application as a scheduled command Is it possible to obtain a service system daemon in linux like behavior,net
I have three tables in MSSQL for a game which are structured as follows CHARSThis is the look up table it has strAccount which is linked to the primary key of NGSCUSER it is theaccount usernamestrChar01 which is the first character slotstrChar02 which is the second character slotstrChar03 which is the third character slotthese have the primary key of the gameuser table inside they are character namesNGSCUSERstrUserID account usernamestrPasswd account passwordGAMEUSERstrUserId this is the character namesRank whether the character is a game masterWhat I need to be able to do in is compare the login details against the PHP variables username and password in the query and most importantly check their associated character and find out whether it has a sRank of 1 I assume I need a three table join of some kind but I don t know how to go about it any examples or help would be much appreciated This is the query I ve tried to build so far but it errors on the third line with incorrect syntax near CHARS SELECT NGSCUSER strUserID NGSCUSER strPasswd GAMEUSER sRank FROM CHARS INNER JOIN NGSCUSER ON NGSCUSER strUserId CHARS strAccountINNER JOIN GAMEUSER ON GAMEUSER strUserId CHARS strChar01INNER JOIN GAMEUSER ON GAMEUSER strUserId CHARS strChar02INNER JOIN GAMEUSER ON GAMEUSER strUserId CHARS strChar03WHERE NGSCUSER strUserId username and NGSCUSER strPasswd password and GAMEUSER sRank 1,join
I set up my settings py file with this at the top to grab the absolute path for my templates and media import os pathimport djangoDJANGO_ROOT os path dirname os path realpath django __file__ SITE_ROOT lambda x os path join os path abspath os path dirname __file__ x DATABASES default ENGINE django db backends sqlite3 MEDIA_ROOT SITE_ROOT media MEDIA_URL media TEMPLATE_DIRS SITE_ROOT templates and my model look like this class Work models Model sample models ImageField upload_to screenshots Y m d name models CharField max_length 200 url models URLField blank True After syncing and creating the templates I used the variable work sample to call the image that was uploaded using ImageField After running the server the image did not show up The output was simply lt img src screenshots 2012 08 09 1 png gt The absolute path is not showing up in the tag so the image is not being called properly Other information is showing up just fine Can anyone help me rectify this problem I am sure this is a easy fix I just can t figure it out I am running this locally by the way Hope this was enough information to go off on Thanks,django
I have a friend who is trying to make the switch to Linux but is hung up on the apparent lack of debugging IDE environments for C especially as they relate to template programming He has been using visual studio for years and is maybe a little spoiled by their awesome IDE Does anyone have any good suggestions for an environment where he can under Linux develop and debug with all of the usual things Breakpoints line highlighting for compilation errors step in over out etc etc that he s accustomed to Thanks,templates
Hey all i am VERY new to a Oracle DB and i am trying to connect to it via VB net 2010 I have been trying the following Dim myConnection As OleDbConnectionDim myCommand As OleDbCommandDim dr As OleDbDataReader myConnection New OleDbConnection Provider MSDAORA 1 UserID xxxx password xxxx database xxxx MSDORA is the provider when working with Oracle Try myConnection Open opening the connection myCommand New OleDbCommand Select from emp myConnection executing the command and assigning it to connection dr myCommand ExecuteReader While dr Read reading from the datareader MessageBox Show EmpNo amp dr 0 MessageBox Show EName amp dr 1 MessageBox Show Job amp dr 2 MessageBox Show Mgr amp dr 3 MessageBox Show HireDate amp dr 4 displaying data from the table End While dr Close myConnection Close Catch ee As Exception End TryAnd i get the error on the Catch ee As Exception line ORA 12560 TNS protocol adapter errorI also have a tnsnames ora file on my computer but i am unsure if i need to use that when connecting or really how too in the first place Is it needed for the code above I am trying to use a DNS Less connection to the DB Not sure if that is what it is doing in this or not Any help would be great o David,visual
I am using Matt Gallagher s Guide on Streaming Audio From a URL One thing that he talks about very briefly is in regards to getting metadata of what is currently being streamed This talk though is frankly over my head for where I am at right now and was wondering if someone could break down what he is meaning by this The easiest source of metadata comes from the HTTP headers Inside the handleReadFromStream eventType method use CFReadStreamCopyProperty to copy the kCFStreamPropertyHTTPResponseHeader property from the CFReadStreamRef then you can use CFHTTPMessageCopyAllHeaderFields to copy the header fields out of the response For many streaming audio servers the stream name is one of these fields The method he is talking about is this void handleReadFromStream CFReadStreamRef aStream eventType CFStreamEventType eventType if aStream stream Ignore messages from old streams return if eventType kCFStreamEventErrorOccurred self failWithErrorCode AS_AUDIO_DATA_NOT_FOUND else if eventType kCFStreamEventEndEncountered synchronized self if self isFinishing return If there is a partially filled buffer pass it to the AudioQueue for processing if bytesFilled if self state AS_WAITING_FOR_DATA Force audio data smaller than one whole buffer to play self state AS_FLUSHING_EOF self enqueueBuffer synchronized self if state AS_WAITING_FOR_DATA self failWithErrorCode AS_AUDIO_DATA_NOT_FOUND We left the synchronized section to enqueue the buffer so we must check that we are finished again before touching the audioQueue else if self isFinishing if audioQueue Set the progress at the end of the stream err AudioQueueFlush audioQueue if err self failWithErrorCode AS_AUDIO_QUEUE_FLUSH_FAILED return self state AS_STOPPING stopReason AS_STOPPING_EOF err AudioQueueStop audioQueue false if err self failWithErrorCode AS_AUDIO_QUEUE_FLUSH_FAILED return else self state AS_STOPPED stopReason AS_STOPPING_EOF else if eventType kCFStreamEventHasBytesAvailable if httpHeaders CFTypeRef message CFReadStreamCopyProperty stream kCFStreamPropertyHTTPResponseHeader httpHeaders NSDictionary CFHTTPMessageCopyAllHeaderFields CFHTTPMessageRef message CFRelease message Only read the content length if we seeked to time zero otherwise we only have a subset of the total bytes if seekByteOffset 0 fileLength httpHeaders objectForKey Content Length integerValue if audioFileStream Attempt to guess the file type from the URL Reading the MIME type from the httpHeaders might be a better approach since lots of URL s don t have the right extension If you have a fixed file type you may want to hardcode this if self fileExtension self fileExtension url path pathExtension AudioFileTypeID fileTypeHint kAudioFileMP3Type create an audio file stream parser err AudioFileStreamOpen self ASPropertyListenerProc ASPacketsProc fileTypeHint amp audioFileStream if err self failWithErrorCode AS_FILE_STREAM_OPEN_FAILED return UInt8 bytes kAQDefaultBufSize CFIndex length synchronized self if self isFinishing CFReadStreamHasBytesAvailable stream return Read the bytes from the stream length CFReadStreamRead stream bytes kAQDefaultBufSize if length 1 self failWithErrorCode AS_AUDIO_DATA_NOT_FOUND return if length 0 return if discontinuous err AudioFileStreamParseBytes audioFileStream length bytes kAudioFileStreamParseFlag_Discontinuity if err self failWithErrorCode AS_FILE_STREAM_PARSE_BYTES_FAILED return else err AudioFileStreamParseBytes audioFileStream length bytes 0 if err self failWithErrorCode AS_FILE_STREAM_PARSE_BYTES_FAILED return I would appreciate any guidance in simply getting a name of the file to be read,metadata
Originally the code is like this public interface IApplicableSystem string Name get void Apply public class Effector public string Name get set public class EffectSystem IApplicableSystem Effector Internal get set public string Name get return this Internal Name RelayCommand applyCommand public ICommand ApplyCommand get if applyCommand null applyCommand new RelayCommand p gt this Apply return applyCommand public void Apply public EffectSystem Effector value this Internal value So there are many different types implementing IApplicableSystem all where they differ is their Name property Apply method and the type of the private Internal property that s used inside the class Should I use generic to make them like this Is this reasonable Mainly this reduces the amount of code in the other types implementing IApplicableSystem public abstract class GenericSystem lt T gt IApplicableSystem protected T Internal get set public virtual string Name get return String Empty RelayCommand applyCommand public ICommand ApplyCommand get if applyCommand null applyCommand new RelayCommand p gt this Apply return applyCommand public virtual void Apply public GenericSystem T value this Internal value public class EffectSystemGeneric GenericSystem lt Effector gt public override string Name get return GetUniqueName base Internal Name public override void Apply Console WriteLine Do something,refactoring
I tried using getenv and setenv under cl exe under Visual Studio 2008 getenv worked but setenv didn t After some browsing I found out that _putenv is an alternative The following snippet didn t work include lt stdio h gt include lt stdlib h gt int main _putenv Hello 123 C Program Files x86 Microsoft Visual Studio 9 0 VC gt putenv exeC Program Files x86 Microsoft Visual Studio 9 0 VC gt echo Hello Hello What could be the reason,environment
Using C with ASP NET how do I show a success message when my user submits a form And at the same time say The image has successfully saved with a link so that the image created can be viewed by clicking the link,visual
I am making a json request that is valid however i am unable to see the response in the log when using console log data the first request works however the second does not Thanks,getjson
In your company who does design and develop style layout in xaml Designers or Developers Are there enough designers who are able to deal with xaml or blend Are they willing to touch Blend In my company Developers do all those jobs except making images I am so confused nowadays if this is right direction Give me a advice,blend
In the business layer I have 3 service interfaceIUserService IRoleService and IGroupServiceand one validator interface IValidatorIValidator has 3 implementations UserValidator RoleValidator GroupValidator IUserService is implemented by UserService IValidator userValidator IRoleService is implemented by RoleService IValidator userValidator IGroupServiceis implemented by GroupService IValidator userValidator All the three services take IValidator as the constructor param In the web layer I have 3 controllers UserController taking in IUserService as the constructor param RoleController taking in IRoleService as the constructor param and Group Controller taking in IGroupServiceas the constructor paramMy question How do i force roleService to get RoleValidator object and GroupService to get GroupValidator object I am using castle windsor 3 1 windsorContainer Register Component For lt IValidator gt ImplementedBy lt UserValidator gt Named userValidator LifestyleTransient windsorContainer Register Component For lt IValidator gt ImplementedBy lt RoleValidator gt Named roleValidator LifestyleTransient windsorContainer Register Component For lt IValidator gt ImplementedBy lt GroupValidator gt Named groupValidator LifestyleTransient I used IsFallback while registering userValidator but all the 3 services get roleValidator object,windsor
I am looking for examples of universal constructions in probability theory Like the construction a of Gaussian space from a real Hilbert space or a Poisson jump process from a measurable space with a sigma finite measure There must be tons of examples even though their universality in the sense of category theory is probably not commonly emphasized,examples
I did chmod on some files in Mac 10 7 3 and I accidentally entered the code 7744 instead of 744 The resulting permissions were rwsr Sr TAfter seeing this I reran chmod and fixed the permissions to rwxr r I understand that I put a bad permissions code in but I was curious what those permissions mean Any ideas Updatethe command ran was sudo chmod 7744,chmod
I am implementing full text search in postgres I would like to search all posts in my system The posts fulltext index is an amalgamation of the post title and post body I have two ways of achieving this create a tsvector column in the posts table trigger an update to it create a second table posts_search with a post_id and tsvector column containing the index data create a simple gin index out of the question cause my real world problem needs data in multiple tables for the index What is going to perform better considering I sometimes need to filter down the search by other attributes in the table like deleted_at is null and so on Is it a better approach to keep the tsvector column in the same table as the data side effect select now sucks or a separate table side effect join required index filtering is complicated,text
i set up a FB ui feed for triggering a Dialog with Facebook like it is described here Everything works fine so far The dialog gets posted on the fb users profile but when the fb site opens for the useraction to publish the dialog it throws an error hundreds of times in the js console until the user skips or publishes The error 130 times Unsafe JavaScript attempt to access frame with URL Domains protocols and ports must match The appId wich with i init the fbjs sdk is registered with the used domain sub mydomain comthe handed over json looks like this Code window fbAsyncInit function FB init appId 209836882377466 status true cookie true xfbml true function var e document createElement script e async true e src document location protocol connect facebook net en_US all js if fb root script length gt 0 document getElementById fb root appendChild e here the feed var jSON method feed name fbName input val link basicLnkStruct phpSessionID picture homeURL imgPath caption description fbDescript textarea val message FB ui jSON function response if response amp amp response post_id alert Post was published else alert Post was not published Why is it throwing that error,javascript
I checked many answers here and I think I am almost there One thing that is bugging me and for some reason my peer needs it follows I have the following input XML lt xml version 1 0 encoding utf 8 gt lt MyRoot gt lt MyRequest CompletionCode 0 CustomerID 9999999999 gt lt List TotalList 1 gt lt Order CustomerID 999999999 OrderNo 0000000001 Status Shipped gt lt BillToAddress ZipCode 22221 gt lt ShipToAddress ZipCode 22222 gt lt Totals Tax 0 50 SubTotal 10 00 Shipping 4 95 gt lt Order gt lt List gt lt Errors gt lt MyRoot gt I was asked to produce this lt ns MyNewRoot xmlns ns http schemas foo com response xmlns N1 http schemas foo com request xmlns N2 http schemas foo com details gt lt N1 MyRequest CompletionCode 0 CustomerID 9999999999 gt lt ns List TotalList 1 gt lt N2 Order CustomerID 999999999 Level Preferred Status Shipped gt lt N2 BillToAddress ZipCode 22221 gt lt N2 ShipToAddress ZipCode 22222 gt lt N2 Totals Tax 0 50 SubTotal 10 00 Shipping 4 95 gt lt N2 Order gt lt ns List gt lt ns Errors gt lt ns MyNewRoot gt Note the children of the N2 Order also needs N2 prefix as well as the ns prefix for the rest of the elements I use the XSL transformation below lt xsl stylesheet version 1 0 xmlns xsl http www w3 org 1999 XSL Transform gt lt xsl output omit xml declaration yes indent yes gt lt xsl template match node gt lt xsl copy gt lt xsl apply templates select node gt lt xsl copy gt lt xsl template gt lt xsl template match MyRoot gt lt MyNewRoot xmlns http schemas foo com response xmlns N1 http schemas foo com request xmlns N2 http schemas foo com details gt lt xsl apply templates gt lt MyNewRoot gt lt xsl template gt lt xsl template match MyRoot MyRequest gt lt xsl element name N1 name namespace http schemas foo com request gt lt xsl copy of select namespace gt lt xsl apply templates select node gt lt xsl element gt lt xsl template gt lt xsl template match MyRoot List Order gt lt xsl element name N2 name namespace http schemas foo com details gt lt xsl copy of select namespace gt lt xsl apply templates select node gt lt xsl element gt lt xsl template gt lt xsl stylesheet gt This one doesn t process the ns I couldn t figure this out When I process thru the above the XSL transformation with AltovaXML I end up with below lt MyNewRoot xmlns http schemas foo com response xmlns N1 http schemas foo com request xmlns N2 http schemas foo com details gt lt N1 MyRequest CompletionCode 0 CustomerID 9999999999 gt lt List xmlns TotalList 1 gt lt N2 Order CustomerID 999999999 Level Preferred Status Shipped gt lt BillToAddress ZipCode 22221 gt lt ShipToAddress ZipCode 22222 gt lt Totals Tax 0 50 SubTotal 10 00 Shipping 4 95 gt lt N2 Order gt lt List gt lt Errors gt lt MyNewRoot gt Note that N2 prefix for the children of Order is not there after the XSL transformation Also additional xmlns in the Order header for some reason I couldn t figure out putting the ns prefix for the rest of the elements like Errors and List First of all why would I need to put the prefix for the children if the parent already has it Doesn t the parent namespace dictate the children nodes attribute namespaces Secondly I want to add the prefixes in the above XML as expected how can I do that with XSL,transformation
